Smiles,Target Name,Standard Value
CC(C)CS(=O)(=O)N1C[C@@H](C)C[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,Tyrosine-protein kinase JAK3,0.006695
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2,Interleukin-1 receptor-associated kinase 4,14.8
CC(=O)Nc1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)s1,Tyrosine-protein kinase ABL,12.0
c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCN(Cc5ccncc5)CC4)cc3)nnc1-2,Serine/threonine-protein kinase AKT,5200.0
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,Vascular endothelial growth factor receptor 2,600.0
CNC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCN(Cc2cccc(OC)c2)C[C@H]1F,Tyrosine-protein kinase JAK3,314.0
Cn1c2c(c3ccc(OC4COC4)cc31)C(=O)c1ccc(OC[C@H](O)CO)cc1C2(C)C,ALK tyrosine kinase receptor,930.0
CC(C)(O)COCc1cccc(Nc2sc(-c3c(F)cc(C(C)(C)O)cc3F)cc2C(N)=O)n1,Tyrosine-protein kinase JAK3,763.0
COc1ccccc1C#Cc1ccnc2c1c1cc(-c3ccc(N4CCN(C)CC4)cc3)ccc1n2C,ALK tyrosine kinase receptor,3800.0
Cc1cccc(NC(=O)c2cccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)c2)c1,Vascular endothelial growth factor receptor 2,29.0
CCOc1ccc2c3c(oc2c1)C(C)(C)c1cc(OCCN(CC)CC)ccc1C3=O,ALK tyrosine kinase receptor,1336.0
NC1(c2ccc(-c3nc4c(Cl)cccn4c3-c3ccccc3)cc2)CCC1,Serine/threonine-protein kinase AKT2,216.0
Cc1ccc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,Tyrosine-protein kinase ABL,136.0
Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,Vascular endothelial growth factor receptor 2,8817.0
O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,Vascular endothelial growth factor receptor 2,200.0
Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cc(NC2CCN(C)CC2)cc(C(F)(F)F)c1,Vascular endothelial growth factor receptor 2,12.5
COC(=O)/C=C/c1ccc2nn3cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc3c2c1,Serine/threonine-protein kinase AKT,10.0
CN1CCC(Oc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,Serine/threonine-protein kinase B-raf,71.5
COc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,Serine/threonine-protein kinase AKT,8819.0
COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OCCOC,Vascular endothelial growth factor receptor 2,60.0
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2C[C@@H](O)[C@@H](O)C2)c(-c2cncnc2)c1,Tyrosine-protein kinase ABL,0.7
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Cyclin-dependent kinase 1,450.0
CN1Cc2c(C3=CCNCC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,Cyclin-dependent kinase 9,420.0
CCCCCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,Vascular endothelial growth factor receptor 2,50.0
CN1CCN(Cc2ccc3c(c2)-c2[nH]nc(-c4csc(C#CCOc5ccccc5)c4)c2C3)CC1,Vascular endothelial growth factor receptor 2,197.0
N#CCC(=O)NC1=NN(c2ccc(Cl)c(Cl)c2)CC1,Tyrosine-protein kinase ABL,398.11
Cc1cc(Nc2ncc(Br)c(N[C@@H](C)C(C)(C)O)n2)ccc1S(C)(=N)=O,Cyclin-dependent kinase 1,9.0
OC[C@H]1CCCN1c1nc(NCc2ccccc2)c2ncn(C3CCCC3)c2n1,Cyclin-dependent kinase 1,700.0
CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5nnco5)cc4)c3)cc2C1,Rho-associated protein kinase 2,49.3
Cc1cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c(C)n1,Serine/threonine-protein kinase AKT2,220.0
Cc1ccc(-n2c(-c3cccnc3N)nc3cccnc32)cc1,Serine/threonine-protein kinase AKT2,20000.0
CNc1cc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)nc(SC)n1,Vascular endothelial growth factor receptor 2,22.0
CC(C)n1cnc2c(NCc3ccccc3O)nc(NCCCO)nc21,Cyclin-dependent kinase 1,100.0
N#Cc1ccccc1Nc1ncc(-c2ccccc2)o1,Vascular endothelial growth factor receptor 2,870.0
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cc(N2CCN(C(=O)CCl)CC2)ccc1C(F)(F)F,Tyrosine-protein kinase JAK3,0.4
O=C(Cc1nc(N2CCOC(CO)C2)cc(=O)[nH]1)N1CCc2c(Cl)cccc21,Serine/threonine-protein kinase AKT,27.0
Nc1nc(N)c2c(n1)NCCC(c1ccc(Cl)cc1)=N2,Vascular endothelial growth factor receptor 2,9000.0
COc1cc2c(NC3=CC(=O)C(OC(CF)CF)=CC3=O)ncnc2cc1OCC1CCN(C)CC1,Vascular endothelial growth factor receptor 2,189.0
O=C1N(Cc2ccccc2)CCN1c1ccc(-c2n[nH]c(=O)c3ccccc23)cc1,Rho-associated protein kinase 2,56.0
O=c1[nH]c(N2CCCC2)nc(NC2CCCNC2)c1-c1ccc2ccccc2n1,Interleukin-1 receptor-associated kinase 4,24.0
Cc1ncncc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1C[C@@H](O)[C@H](O)C1,Tyrosine-protein kinase ABL,0.9
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,Tyrosine-protein kinase ABL,988.0
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CCN3CCCCC3)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl,Serine/threonine-protein kinase AKT,5.65
Cc1cccc2nc(-c3c(NC4CCCNC4)nc(N4CCOCC4)[nH]c3=O)sc12,Interleukin-1 receptor-associated kinase 4,580.0
Cc1cc(C)c(/C=C2\C(=O)NN=C2c2nccs2)[nH]1,Vascular endothelial growth factor receptor 2,63.0
Cn1ncc2c(Oc3ccc4c(c3)nc(Nc3ccc(F)cc3)n4C)ncnc21,Serine/threonine-protein kinase B-raf,407.2
COc1cc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)ccn1,Cyclin-dependent kinase 2,100.0
CS(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,Interleukin-1 receptor-associated kinase 4,380.0
CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,Cyclin-dependent kinase 5,30.0
Cn1c(-c2ccc(N3CCNCC3)cc2)cc2c(Cl)ccnc21,Cyclin-dependent kinase 9,5000.0
COC(=O)NC[C@H](C)Nc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,Serine/threonine-protein kinase B-raf,2.9
COc1cccc(-c2c(-c3ccncc3)nn3c(C4CC5CCC(C4)N5)ccnc23)c1,Serine/threonine-protein kinase B-raf,70.8
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(OCCO)c1,Serine/threonine-protein kinase AKT,10000.0
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cccnc2F)c1,Tyrosine-protein kinase ABL,4.0
Fc1cccc(CNc2ccc(F)c(-c3ccnc4[nH]c(C5CCCNC5)cc34)c2)c1,Cyclin-dependent kinase 9,21.0
CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,Serine/threonine-protein kinase AKT,2.0
COc1cc(Nc2ccc3ncc(-c4cnn(C)c4)nc3c2)cc(OC)c1,Vascular endothelial growth factor receptor 2,560.0
CN(c1cnc(C#N)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,Tyrosine-protein kinase JAK3,0.55
COc1cc([C@@]2(O)CCN(CC(N)=O)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,ALK tyrosine kinase receptor,15.0
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)Nc2cc(NC)ncn2)c1F,Serine/threonine-protein kinase B-raf,36.0
C[C@@H](NC(=O)Nc1nc(-c2ccncc2)cs1)c1cccc(F)c1,Rho-associated protein kinase 2,42.0
Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3)ncc2F)n1C(C)C,Cyclin-dependent kinase 2,2.0
CSc1ncc(-c2cnc3[nH]ccc3n2)c(N[C@H]2CCCN(S(=O)(=O)CCC(C)(C)C)C2)n1,Tyrosine-protein kinase JAK3,0.00242
CCCCOc1cc2c(Nc3ccc(NC(=O)OCC)c(C)c3)ncnc2cc1OCCN(CC)CC,Vascular endothelial growth factor receptor 2,5700.0
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1,Cyclin-dependent kinase 2,11.0
CN1C(=O)c2sccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,Serine/threonine-protein kinase MST2,38.1
c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCCC4)cc3)nnc1-2,Serine/threonine-protein kinase AKT,4300.0
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,Vascular endothelial growth factor receptor 2,600.0
COc1ccc(O)c(C(=O)c2ccc(CO[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,Serine/threonine-protein kinase AKT,355.0
COc1ccc(C(=O)N[C@H](C)c2cccc(C(=O)Nc3nc4c(s3)CN(C)CC4)c2)cc1C,Rho-associated protein kinase 2,29.0
Cn1cnc(-c2ccccc2)c1C(=O)Nc1ccnc(N)n1,Vascular endothelial growth factor receptor 2,98000.0
CCN(CC)C1CCN(C2CCN(c3ccc(Nc4ncc5cc6n(c5n4)C4(CCCCC4)CNC6=O)nc3)CC2)C1,Cyclin-dependent kinase 2,1580.0
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCC2)c(=O)n4C)c(F)n1,Serine-protein kinase ATM,0.722
COc1cc(Nc2nc(NC3CCOCC3)c(C(C)C)nc2C(N)=O)ccc1N1CCN(C)CC1,ALK tyrosine kinase receptor,1.4
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nccc4[nH]nc(N)c34)cc2)c1,Vascular endothelial growth factor receptor 2,61.0
CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,Tyrosine-protein kinase JAK3,166.0
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCC3(COC3)C2)c(-c2cncnc2)c1,Tyrosine-protein kinase ABL,3.5
CC(C)Oc1cc2ccccc2cc1C(N)=O,Interleukin-1 receptor-associated kinase 4,2087.0
COc1cccc(CNC(=O)c2ccc(-c3cn[nH]c3)cc2CO)c1,Rho-associated protein kinase 2,185.0
c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,Tyrosine-protein kinase ABL,24.0
COc1cc(OC)cc(N(CC#Cc2cnccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,3090.3
COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)C)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,5.0
COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,Cyclin-dependent kinase 7,3100.0
COC(=O)Nc1ccccc1-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1,Rho-associated protein kinase 2,0.0029
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,Tyrosine-protein kinase ABL,100000.0
COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,Cyclin-dependent kinase 2,110.0
COc1cc(C(=O)NCc2cccc(F)c2)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,4.01
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,Cyclin-dependent kinase 7,3500.0
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)C(N)=O,Tyrosine-protein kinase JAK3,0.4
CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)NCC(=O)NNC(=O)COc1ccc(-c2nc3ccccc3s2)cc1OC,Vascular endothelial growth factor receptor 2,178.0
OC[C@H]1C[C@@H](Nc2nc(NC3CC3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,Interleukin-1 receptor-associated kinase 4,647.0
O=C(Nc1nc2ccccc2n1C1CCOC1=O)c1cccc([N+](=O)[O-])c1,Interleukin-1 receptor-associated kinase 4,550.0
COc1cc(CCNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,ALK tyrosine kinase receptor,4.4
CC(=O)Nc1cccc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)c1,Serine/threonine-protein kinase AKT,12030.0
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(CCC(=O)NCCCCNCCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,ALK tyrosine kinase receptor,1500.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)n2)ccc1N1CCC(N(C)C)CC1,Tyrosine-protein kinase JAK3,2.5
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccccc1Cl,Vascular endothelial growth factor receptor 2,4400.0
OC[C@H]1CCCN1c1nc(NCc2ccccc2)c2ncn(C3CCCC3)c2n1,Cyclin-dependent kinase 5,500.0
Cc1ccc(S(=O)(=O)NCCNc2nccc(-c3c(-c4cccc(N)c4)nc4sccn34)n2)cc1,Serine/threonine-protein kinase B-raf,59.1
N#Cc1cccc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)c1,Serine/threonine-protein kinase B-raf,122.8
O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cccnc4)ccn23)c1,Vascular endothelial growth factor receptor 2,58.9
CC(=O)NC[C@H]1CC[C@H](c2nc(-c3cc4ccccc4[nH]3)c3c(N)nccn32)CC1,Tyrosine-protein kinase ABL,1960.0
OCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccc(Br)cc2-3)cc1,Serine/threonine-protein kinase AKT,5200.0
COc1cc(OC)cc(N(CCNC(=O)C(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,5011.87
COc1cc(-c2ccc3ncnc(Nc4ccc(F)cc4)c3c2)ccc1O,Serine/threonine-protein kinase B-raf,1024.0
Cc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2C[C@H](O)[C@@H](O)C2)cn1,Tyrosine-protein kinase ABL,2.0
CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,Vascular endothelial growth factor receptor 2,17.0
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,Interleukin-1 receptor-associated kinase 4,200.0
CCn1cnc2c(NCc3nc4ccc(F)c(F)c4[nH]3)nc(N3CCCC[C@H]3CCO)nc21,Cyclin-dependent kinase 9,1090.0
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,Serine/threonine-protein kinase B-raf,2035.0
Nc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,Vascular endothelial growth factor receptor 2,1.0
Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,Tyrosine-protein kinase ABL,175.0
Cc1cc(NC(=O)Nc2ccc(-c3cncc4[nH]nc(N)c34)cc2)ccc1F,Vascular endothelial growth factor receptor 2,0.7
COc1cc2nccc(Oc3ccc4c(C(=O)NC5(C)CC5)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,15.0
CCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,Cyclin-dependent kinase 9,12.0
COc1cccc([C@H](C)NC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,Rho-associated protein kinase 2,130.0
CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,Tyrosine-protein kinase JAK3,150.0
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,Tyrosine-protein kinase ABL,27000.0
O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1,Vascular endothelial growth factor receptor 2,160.0
CC(C)(O)CCNC(=O)c1cnc(-n2ccc3cncnc32)cc1NC1CCOCC1,Interleukin-1 receptor-associated kinase 4,6.0
CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,Tyrosine-protein kinase JAK3,84.7
CC(C)C1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,Serine/threonine-protein kinase AKT,4.0
O/N=C1\CCc2cc(-c3cn(CC4CCNCC4)nc3-c3ccncc3)ccc21,Serine/threonine-protein kinase B-raf,1.2
COc1cncc(-c2cccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc23)c1,Serine/threonine-protein kinase AKT2,267.0
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,Vascular endothelial growth factor receptor 2,650.0
COCCOc1ccn2c(-c3ccc4cccc(OCC5CNCCO5)c4n3)cnc2c1,Vascular endothelial growth factor receptor 2,718.0
CP(C)(=O)c1ccc(Nc2nc(C3CCCC3)nc3c2ncn3CCc2cccc(O)c2)cc1,Cyclin-dependent kinase 2,20900.0
Cn1c(=O)[nH]c2ccc(-c3cnc(NC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)s3)cc21,Cyclin-dependent kinase 2,276.0
Nc1nccc(-n2cc(-c3ccoc3)c3cnccc32)n1,Cyclin-dependent kinase 2,100.0
CC(=O)Nc1ccc(CN2CCC(Nc3ccc4[nH]ncc4c3)C2)cc1,Rho-associated protein kinase 2,2750.0
COc1cc(Nc2nc3cccc(-c4cccc(NS(C)(=O)=O)c4)c3o2)cc(OC)c1OC,Tyrosine-protein kinase JAK3,2000.0
CC(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(CNC(=O)c5cccc(F)c5)cc4)c3n2)c1,Serine/threonine-protein kinase AKT2,18.0
CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,Cyclin-dependent kinase 1,50.0
O=C1C(c2ccccc2)CCN1c1ccc(-c2n[nH]c(=O)c3ccccc23)cc1,Rho-associated protein kinase 2,350.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(CCC#N)c1,Interleukin-1 receptor-associated kinase 4,2.7
Cc1cccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)n1,Tyrosine-protein kinase ABL,2710.0
Cc1ccccc1NC(=O)c1csc(-c2cccnc2)n1,Interleukin-1 receptor-associated kinase 4,7300.0
CC/C=C(\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,ALK tyrosine kinase receptor,1400.0
CC(C)(C)c1ccc(NC(=O)c2nccn2CCc2ccncc2)cc1,Vascular endothelial growth factor receptor 2,2250.0
CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1,Cyclin-dependent kinase 1,0.7
CN(C)C(=O)CN1CCC(c2cc3c(-c4ccc(=O)n(CCC5CCOCC5)c4)ccnc3[nH]2)CC1,Cyclin-dependent kinase 9,4500.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,Vascular endothelial growth factor receptor 2,1150.0
C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,Rho-associated protein kinase 2,3.6
COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,Vascular endothelial growth factor receptor 2,100000.0
Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,Cyclin-dependent kinase 2,71.0
CC(=O)Nc1ccc(CN2CCCC(Nc3cccc4cnccc34)C2)cc1,Rho-associated protein kinase 2,3710.0
COc1cc(OC)cc(N(C/C(C)=N\O)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,95.5
O=c1cc(-c2cccc3c2Sc2ccccc2C3)oc(N2CCOCC2)c1,Serine-protein kinase ATM,149.0
COc1ccc(NC(=O)Nc2nc(Sc3c[nH]c4ccccc34)cc(N3CCOCC3)n2)cc1,Vascular endothelial growth factor receptor 2,1920.0
COc1cccc([C@@H](C)NC(=O)c2ccc(-c3cn[nH]c3)c(OC)c2F)c1,Rho-associated protein kinase 2,1.0
OC[C@H]1C[C@@H](Nc2nc(Nc3cncnc3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,Interleukin-1 receptor-associated kinase 4,12.0
COc1cc(NC(=O)Cc2ccccc2Cl)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,3.3
Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4)nc23)c(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,480.0
CC(C)S(=O)(=O)c1nn(C)cc1Nc1nc(Nc2cc(C#N)c(C3CCN(C)CC3)cc2OC2CC2)ncc1Cl,ALK tyrosine kinase receptor,13.0
Cc1cc(C(=O)Nc2ccc(C)c(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,Vascular endothelial growth factor receptor 2,1.8
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccc(C(F)(F)F)nc2)c1,Tyrosine-protein kinase ABL,2.9
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cn[nH]c1,Serine/threonine-protein kinase B-raf,1.0
O=c1n(CCO)c2cnc(-c3cnc4ccc(F)cn34)nc2n1C1CCOCC1,Tyrosine-protein kinase JAK3,49.0
COc1ccc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)cc1F,Serine/threonine-protein kinase B-raf,206.9
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCc5nn[nH]n5)sc34)cc2)c1,Vascular endothelial growth factor receptor 2,6.0
COc1ccc(C(C)(C)C)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CC[C@H](F)C4)nc23)c1,Serine/threonine-protein kinase B-raf,21.0
CN1CCC(n2cc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)n2)CC1,Serine/threonine-protein kinase B-raf,0.34
CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)nc2)CC1,Cyclin-dependent kinase 1,20225.0
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)c3)cc12,Serine/threonine-protein kinase AKT,18.0
COc1cc(NC(=O)[C@H](N)c2ccccc2Cl)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,4.0
CC(C)(C)OC(=O)N1CCCC(n2cc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)C1,Vascular endothelial growth factor receptor 2,47.5
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2c(cnn2C)c1,Tyrosine-protein kinase ABL,5.4
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCC2)CC1,Serine/threonine-protein kinase AKT,1.9
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(C4CC4)c3c2)c1Cl,Serine/threonine-protein kinase B-raf,3.8
CC(F)(F)c1cnc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)nc1,Vascular endothelial growth factor receptor 2,180.0
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,Vascular endothelial growth factor receptor 2,4.0
CCCCN1C(=O)CS/C1=N/Nc1nncc2ccccc12,Vascular endothelial growth factor receptor 2,1.2
NC1(c2ccc(-c3nc4ncc(-c5ccccc5)cn4c3-c3ccccc3)cc2)CCC1,Serine/threonine-protein kinase AKT,685.0
O=c1oc2ccccc2c(N2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1CO,Serine/threonine-protein kinase B-raf,920.0
CC(C)(O)c1cc2nn(C3CNC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,10.6
O=C(Nc1cc(Cl)ccc1OC[C@@H](O)CO)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,2311.0
CC1=NN(C(=O)c2ccc(Cl)cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2ncccn2)cc1,Serine/threonine-protein kinase AKT,24000.0
Nc1nccc(-c2cc3c([nH]2)C(CCC(F)(F)F)CNC3=O)n1,Cyclin-dependent kinase 9,218.0
COc1ccccc1NC(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cc1,Vascular endothelial growth factor receptor 2,0.2
Cc1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)cc2)n(-c2ccc(Cl)cc2)n1,Serine/threonine-protein kinase B-raf,70000.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(C)c23)c1,Serine/threonine-protein kinase B-raf,63.0
CC1Cc2c(ccc(F)c2F)N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,Serine/threonine-protein kinase AKT,1.0
O=S1(=O)NCCN1CCNc1nccc(-c2c(-c3cccc(O)c3)nc3sccn23)n1,Serine/threonine-protein kinase B-raf,7.25
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,Cyclin-dependent kinase 5,83.0
CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,Cyclin-dependent kinase 2,9960.0
